timestamp,player_name,heart_rate,motion_level,emg_signal,fatigue_score
2025-04-20 20:02:50,Lionel Messi,173.8,0.45,0.55,0.64
2025-04-20 20:02:55,Lionel Messi,187.3,0.66,0.45,0.62
2025-04-20 20:03:00,Lionel Messi,167.6,0.53,0.59,0.59
2025-04-20 20:03:05,Lionel Messi,173.6,0.71,0.36,0.5
2025-04-20 20:03:10,Lionel Messi,164.6,0.51,0.69,0.61
2025-04-20 20:03:15,Lionel Messi,167.7,0.71,0.23,0.43
2025-04-20 20:03:20,Lionel Messi,170.6,0.25,0.71,0.73
2025-04-20 20:03:25,Lionel Messi,173.6,0.81,0.83,0.61
2025-04-20 20:03:30,Lionel Messi,165.9,0.54,0.54,0.56
2025-04-20 20:03:35,Lionel Messi,165.4,0.3,0.62,0.66
2025-04-20 20:03:40,Lionel Messi,163.9,0.97,0.53,0.42
2025-04-20 20:03:45,Lionel Messi,163.3,0.66,0.78,0.58
2025-04-20 20:03:50,Lionel Messi,165.5,0.85,0.2,0.36
2025-04-20 20:03:55,Lionel Messi,166.8,0.52,0.5,0.56
2025-04-20 20:04:00,Lionel Messi,153.8,0.69,0.69,0.49
2025-04-20 20:04:05,Lionel Messi,162.5,0.47,0.2,0.46
2025-04-20 20:04:10,Lionel Messi,161.8,0.86,0.36,0.39
2025-04-20 20:04:15,Lionel Messi,157.2,0.53,0.54,0.52
2025-04-20 20:04:20,Lionel Messi,154.8,0.68,0.59,0.47
2025-04-20 20:04:25,Lionel Messi,168.8,0.44,0.28,0.53
2025-04-20 20:04:30,Lionel Messi,159.6,0.74,0.45,0.44
2025-04-20 20:04:35,Lionel Messi,152.4,0.72,0.6,0.45
2025-04-20 20:04:40,Lionel Messi,157.5,0.46,0.71,0.59
2025-04-20 20:04:45,Lionel Messi,162.3,0.78,0.64,0.5
2025-04-20 20:04:50,Lionel Messi,172.4,0.54,0.39,0.55
2025-04-20 20:04:55,Lionel Messi,176.5,0.97,0.57,0.5
2025-04-20 20:05:00,Lionel Messi,151.9,0.55,0.66,0.51
2025-04-20 20:05:05,Lionel Messi,173.1,0.56,0.56,0.6
2025-04-20 20:05:10,Lionel Messi,166.7,0.64,0.41,0.5
2025-04-20 20:05:15,Lionel Messi,155.8,0.67,0.33,0.4
2025-04-20 20:05:20,Lionel Messi,166.5,0.13,0.4,0.64
2025-04-20 20:05:25,Lionel Messi,167.9,0.81,0.51,0.48
2025-04-20 20:05:30,Lionel Messi,172.9,0.4,0.64,0.68
2025-04-20 20:05:35,Lionel Messi,166.3,0.52,0.46,0.55
2025-04-20 20:05:40,Lionel Messi,170.8,0.33,0.26,0.57
2025-04-20 20:05:45,Lionel Messi,161.7,0.4,0.8,0.66
2025-04-20 20:05:50,Lionel Messi,166.9,0.46,0.5,0.58
2025-04-20 20:05:55,Lionel Messi,176.3,0.68,0.69,0.63
2025-04-20 20:06:00,Lionel Messi,155.9,0.87,0.53,0.4
2025-04-20 20:06:05,Lionel Messi,165.9,0.92,0.31,0.38
2025-04-20 20:06:10,Lionel Messi,171.5,0.73,0.35,0.48
2025-04-20 20:06:15,Lionel Messi,155.8,0.56,0.43,0.47
2025-04-20 20:06:20,Lionel Messi,166.9,0.36,0.51,0.61
2025-04-20 20:06:25,Lionel Messi,164.5,0.47,0.47,0.56
2025-04-20 20:06:30,Lionel Messi,165.7,0.49,0.4,0.54
2025-04-20 20:06:35,Lionel Messi,169.9,0.46,0.53,0.61
2025-04-20 20:06:40,Lionel Messi,162.9,0.52,0.25,0.46
2025-04-20 20:06:45,Lionel Messi,164.3,0.85,0.55,0.46
2025-04-20 20:06:50,Lionel Messi,193.1,0.62,0.36,0.64
2025-04-20 20:06:55,Lionel Messi,167.0,0.42,0.91,0.72
2025-04-20 20:07:00,Lionel Messi,162.0,0.22,0.79,0.71
2025-04-20 20:07:05,Lionel Messi,160.7,0.63,0.87,0.6
2025-04-20 20:07:10,Lionel Messi,166.3,0.74,0.68,0.55
2025-04-20 20:07:15,Lionel Messi,156.1,0.93,0.2,0.29
2025-04-20 20:07:20,Lionel Messi,179.2,0.82,0.36,0.5
2025-04-20 20:07:25,Lionel Messi,157.6,0.77,0.42,0.41
2025-04-20 20:07:30,Lionel Messi,169.7,0.5,0.37,0.54
2025-04-20 20:07:35,Lionel Messi,173.0,0.75,0.53,0.54
2025-04-20 20:07:40,Lionel Messi,161.4,0.52,0.24,0.45
2025-04-20 20:07:45,Lionel Messi,174.1,0.19,0.54,0.71
2025-04-20 20:07:50,Lionel Messi,154.6,0.78,0.27,0.34
2025-04-20 20:07:55,Lionel Messi,166.5,0.4,0.59,0.62
2025-04-20 20:08:00,Lionel Messi,161.1,0.54,0.55,0.54
2025-04-20 20:08:05,Lionel Messi,141.0,0.5,0.23,0.34
2025-04-20 20:08:10,Lionel Messi,144.7,0.33,0.69,0.55
2025-04-20 20:08:15,Lionel Messi,157.9,0.57,0.63,0.54
2025-04-20 20:00:00,Angel Di Maria,139.2,0.39,0.82,0.54
2025-04-20 20:00:05,Angel Di Maria,180.8,0.43,0.51,0.67
2025-04-20 20:00:10,Angel Di Maria,186.4,0.76,0.45,0.58
2025-04-20 20:00:15,Angel Di Maria,140.6,0.55,0.44,0.38
2025-04-20 20:00:20,Angel Di Maria,152.0,0.44,0.2,0.41
2025-04-20 20:00:25,Angel Di Maria,190.1,0.57,0.38,0.64
2025-04-20 20:00:30,Angel Di Maria,175.9,0.7,0.55,0.57
2025-04-20 20:00:35,Angel Di Maria,173.5,0.68,0.47,0.54
2025-04-20 20:00:40,Angel Di Maria,172.2,0.49,0.58,0.63
2025-04-20 20:00:45,Angel Di Maria,158.1,0.58,0.35,0.45
2025-04-20 20:00:50,Angel Di Maria,153.7,0.81,0.47,0.39
2025-04-20 20:00:55,Angel Di Maria,157.5,0.33,0.87,0.68
2025-04-20 20:01:00,Angel Di Maria,152.5,0.5,0.61,0.52
2025-04-20 20:01:05,Angel Di Maria,167.2,0.8,1.0,0.63
2025-04-20 20:01:10,Angel Di Maria,158.5,0.88,0.65,0.45
2025-04-20 20:01:15,Angel Di Maria,178.1,0.77,0.63,0.59
2025-04-20 20:01:20,Angel Di Maria,184.5,0.43,0.78,0.77
2025-04-20 20:01:25,Angel Di Maria,157.6,0.72,0.37,0.41
2025-04-20 20:01:30,Angel Di Maria,185.3,0.66,0.65,0.67
2025-04-20 20:01:35,Angel Di Maria,161.5,0.65,0.37,0.46
2025-04-20 20:01:40,Angel Di Maria,170.3,0.96,0.32,0.39
2025-04-20 20:01:45,Angel Di Maria,166.4,0.87,0.68,0.51
2025-04-20 20:01:50,Angel Di Maria,155.5,0.62,0.6,0.5
2025-04-20 20:01:55,Angel Di Maria,180.8,0.91,0.64,0.57
2025-04-20 20:02:00,Angel Di Maria,167.8,0.37,0.2,0.52
2025-04-20 20:02:05,Angel Di Maria,153.4,0.49,0.26,0.42
2025-04-20 20:02:10,Angel Di Maria,169.3,0.75,0.57,0.53
2025-04-20 20:02:15,Angel Di Maria,183.4,0.7,0.43,0.58
2025-04-20 20:02:20,Angel Di Maria,168.6,0.78,0.52,0.5
2025-04-20 20:02:25,Angel Di Maria,170.3,0.71,0.41,0.5
2025-04-20 20:02:30,Angel Di Maria,164.8,0.44,0.59,0.6
2025-04-20 20:02:35,Angel Di Maria,157.6,0.79,0.54,0.44
2025-04-20 20:02:40,Angel Di Maria,148.1,0.67,0.63,0.45
2025-04-20 20:02:45,Angel Di Maria,154.0,0.78,0.66,0.46
2025-04-20 20:02:50,Angel Di Maria,170.8,0.69,0.2,0.44
2025-04-20 20:02:55,Angel Di Maria,169.1,0.73,0.51,0.51
2025-04-20 20:03:00,Angel Di Maria,158.1,0.6,0.41,0.46
2025-04-20 20:03:05,Angel Di Maria,159.1,0.58,0.39,0.47
2025-04-20 20:03:10,Angel Di Maria,157.4,0.89,0.54,0.41
2025-04-20 20:03:15,Angel Di Maria,171.9,0.83,0.43,0.48
2025-04-20 20:03:20,Angel Di Maria,160.3,0.64,0.52,0.49
2025-04-20 20:03:25,Angel Di Maria,168.4,0.52,0.25,0.5
2025-04-20 20:03:30,Angel Di Maria,170.2,0.5,0.28,0.52
2025-04-20 20:03:35,Angel Di Maria,173.1,0.58,0.58,0.61
2025-04-20 20:03:40,Angel Di Maria,173.0,0.74,0.7,0.59
2025-04-20 20:03:45,Angel Di Maria,150.2,0.78,0.69,0.44
2025-04-20 20:03:50,Angel Di Maria,165.6,0.0,0.63,0.75
2025-04-20 20:03:55,Angel Di Maria,185.9,0.72,0.68,0.67
2025-04-20 20:04:00,Angel Di Maria,170.4,0.59,0.44,0.54
2025-04-20 20:04:05,Angel Di Maria,149.1,0.72,0.73,0.47
2025-04-20 20:04:10,Angel Di Maria,165.1,0.79,0.51,0.47
2025-04-20 20:04:15,Angel Di Maria,165.3,1.0,0.49,0.41
2025-04-20 20:04:20,Angel Di Maria,145.0,0.98,0.2,0.21
2025-04-20 20:04:25,Angel Di Maria,173.7,0.58,0.54,0.6
2025-04-20 20:04:30,Angel Di Maria,176.0,0.44,0.45,0.62
2025-04-20 20:04:35,Angel Di Maria,154.1,0.63,0.32,0.4
2025-04-20 20:04:40,Angel Di Maria,170.5,0.35,0.53,0.64
2025-04-20 20:04:45,Angel Di Maria,156.0,0.7,0.63,0.49
2025-04-20 20:04:50,Angel Di Maria,155.3,0.46,0.21,0.43
2025-04-20 20:04:55,Angel Di Maria,169.8,0.8,0.5,0.49
2025-04-20 20:05:00,Angel Di Maria,162.6,0.3,0.69,0.66
2025-04-20 20:05:05,Angel Di Maria,159.9,0.38,0.42,0.54
2025-04-20 20:05:10,Angel Di Maria,171.0,0.37,0.53,0.64
2025-04-20 20:05:15,Angel Di Maria,168.8,0.61,0.4,0.52
2025-04-20 20:05:20,Angel Di Maria,164.3,0.51,0.62,0.59
2025-04-20 20:05:25,Angel Di Maria,163.7,0.52,0.5,0.54
2025-04-20 20:05:30,Angel Di Maria,179.4,0.77,0.4,0.53
2025-04-20 20:05:35,Angel Di Maria,163.1,0.6,0.2,0.43
2025-04-20 20:05:40,Angel Di Maria,157.1,0.91,0.35,0.34
2025-04-20 20:05:45,Angel Di Maria,168.2,0.95,0.37,0.4
2025-04-20 20:05:50,Angel Di Maria,171.0,0.39,0.2,0.53
2025-04-20 20:05:55,Angel Di Maria,147.4,0.84,0.42,0.33
2025-04-20 20:06:00,Angel Di Maria,159.4,0.48,0.82,0.62
2025-04-20 20:06:05,Angel Di Maria,167.7,0.35,0.34,0.57
2025-04-20 20:06:10,Angel Di Maria,180.2,0.77,0.42,0.54
2025-04-20 20:06:15,Angel Di Maria,153.2,0.42,0.72,0.58
2025-04-20 20:06:20,Angel Di Maria,168.5,0.73,0.31,0.45
2025-04-20 20:06:25,Angel Di Maria,170.4,0.63,0.43,0.53
2025-04-20 20:06:30,Angel Di Maria,156.1,0.38,0.35,0.5
2025-04-20 20:06:35,Angel Di Maria,164.0,1.0,0.67,0.45
2025-04-20 20:06:40,Angel Di Maria,156.9,0.53,0.57,0.52
2025-04-20 20:06:45,Angel Di Maria,156.9,0.84,0.58,0.43
2025-04-20 20:06:50,Angel Di Maria,186.9,0.67,0.28,0.57
2025-04-20 20:06:55,Angel Di Maria,167.6,0.68,0.57,0.54
2025-04-20 20:07:00,Angel Di Maria,164.9,0.56,0.36,0.5
2025-04-20 20:07:05,Angel Di Maria,160.2,0.49,0.2,0.44
2025-04-20 20:07:10,Angel Di Maria,158.0,0.81,0.36,0.38
2025-04-20 20:07:15,Angel Di Maria,162.4,0.63,0.27,0.43
2025-04-20 20:07:20,Angel Di Maria,150.7,0.77,0.2,0.3
2025-04-20 20:07:25,Angel Di Maria,159.0,0.4,0.86,0.66
2025-04-20 20:07:30,Angel Di Maria,174.9,0.97,0.2,0.38
2025-04-20 20:07:35,Angel Di Maria,176.7,0.31,0.42,0.66
2025-04-20 20:07:40,Angel Di Maria,149.2,0.52,0.64,0.5
2025-04-20 20:07:45,Angel Di Maria,162.1,0.42,0.48,0.56
2025-04-20 20:07:50,Angel Di Maria,143.5,0.41,0.4,0.43
2025-04-20 20:07:55,Angel Di Maria,167.2,1.0,0.32,0.36
2025-04-20 20:08:00,Angel Di Maria,161.4,0.89,0.43,0.4
2025-04-20 20:08:05,Angel Di Maria,163.1,0.37,0.53,0.6
2025-04-20 20:08:10,Angel Di Maria,155.9,0.33,0.23,0.48
2025-04-20 20:08:15,Angel Di Maria,154.9,0.5,0.79,0.58
2025-04-20 20:00:00,Julian Alvarez,163.8,0.67,0.43,0.48
2025-04-20 20:00:05,Julian Alvarez,173.6,0.6,0.58,0.6
2025-04-20 20:00:10,Julian Alvarez,173.2,0.65,0.33,0.51
2025-04-20 20:00:15,Julian Alvarez,157.5,0.54,0.33,0.45
2025-04-20 20:00:20,Julian Alvarez,168.2,0.64,0.56,0.55
2025-04-20 20:00:25,Julian Alvarez,163.4,0.73,0.29,0.42
2025-04-20 20:00:30,Julian Alvarez,177.8,0.27,0.64,0.74
2025-04-20 20:00:35,Julian Alvarez,173.4,0.27,0.85,0.78
2025-04-20 20:00:40,Julian Alvarez,164.6,0.88,0.2,0.35
2025-04-20 20:00:45,Julian Alvarez,140.5,0.45,0.2,0.34
2025-04-20 20:00:50,Julian Alvarez,160.8,0.8,0.75,0.52
2025-04-20 20:00:55,Julian Alvarez,165.3,0.63,0.2,0.43
2025-04-20 20:01:00,Julian Alvarez,165.0,0.67,0.27,0.44
2025-04-20 20:01:05,Julian Alvarez,152.5,0.5,0.66,0.53
2025-04-20 20:01:10,Julian Alvarez,157.0,0.5,0.67,0.56
2025-04-20 20:01:15,Julian Alvarez,161.8,0.52,0.64,0.57
2025-04-20 20:01:20,Julian Alvarez,148.8,0.53,0.2,0.37
2025-04-20 20:01:25,Julian Alvarez,169.4,0.52,0.67,0.62
2025-04-20 20:01:30,Julian Alvarez,174.6,0.91,0.58,0.51
2025-04-20 20:01:35,Julian Alvarez,163.5,0.5,0.36,0.51
2025-04-20 20:01:40,Julian Alvarez,171.1,0.57,0.51,0.57
2025-04-20 20:01:45,Julian Alvarez,158.9,0.75,0.5,0.45
2025-04-20 20:01:50,Julian Alvarez,170.5,0.53,0.4,0.55
2025-04-20 20:01:55,Julian Alvarez,177.6,0.54,0.61,0.65
2025-04-20 20:02:00,Julian Alvarez,167.4,0.22,0.67,0.71
2025-04-20 20:02:05,Julian Alvarez,157.4,0.63,0.2,0.38
2025-04-20 20:02:10,Julian Alvarez,155.1,0.63,0.34,0.41
2025-04-20 20:02:15,Julian Alvarez,159.1,0.58,0.2,0.41
2025-04-20 20:02:20,Julian Alvarez,168.3,0.54,0.29,0.5
2025-04-20 20:02:25,Julian Alvarez,170.5,0.79,0.35,0.46
2025-04-20 20:02:30,Julian Alvarez,164.0,0.35,0.21,0.51
2025-04-20 20:02:35,Julian Alvarez,163.3,0.41,0.68,0.63
2025-04-20 20:02:40,Julian Alvarez,173.1,0.53,0.31,0.54
2025-04-20 20:02:45,Julian Alvarez,160.8,0.39,0.68,0.62
2025-04-20 20:02:50,Julian Alvarez,167.9,0.49,0.57,0.6
2025-04-20 20:02:55,Julian Alvarez,166.2,0.51,0.42,0.54
2025-04-20 20:03:00,Julian Alvarez,167.7,0.18,0.2,0.58
2025-04-20 20:03:05,Julian Alvarez,165.0,0.76,0.7,0.54
2025-04-20 20:03:10,Julian Alvarez,151.9,0.6,0.33,0.4
2025-04-20 20:03:15,Julian Alvarez,144.0,0.42,0.53,0.47
2025-04-20 20:03:20,Julian Alvarez,141.2,0.77,0.71,0.41
2025-04-20 20:03:25,Julian Alvarez,175.5,0.47,0.55,0.64
2025-04-20 20:03:30,Julian Alvarez,163.1,0.5,0.2,0.46
2025-04-20 20:03:35,Julian Alvarez,148.4,0.97,0.85,0.43
2025-04-20 20:03:40,Julian Alvarez,164.7,0.57,0.49,0.53
2025-04-20 20:03:45,Julian Alvarez,175.7,0.64,0.48,0.57
2025-04-20 20:03:50,Julian Alvarez,184.6,0.74,0.46,0.59
2025-04-20 20:03:55,Julian Alvarez,179.3,0.62,0.63,0.64
2025-04-20 20:04:00,Julian Alvarez,178.9,0.82,0.7,0.6
2025-04-20 20:04:05,Julian Alvarez,165.1,0.66,0.31,0.45
2025-04-20 20:04:10,Julian Alvarez,168.8,0.55,0.83,0.66
2025-04-20 20:04:15,Julian Alvarez,150.6,0.74,0.35,0.36
2025-04-20 20:04:20,Julian Alvarez,151.5,0.63,0.28,0.38
2025-04-20 20:04:25,Julian Alvarez,168.6,0.6,0.38,0.51
2025-04-20 20:04:30,Julian Alvarez,163.6,0.33,1.0,0.75
2025-04-20 20:04:35,Julian Alvarez,174.7,0.6,0.67,0.63
2025-04-20 20:04:40,Julian Alvarez,157.0,0.31,0.29,0.51
2025-04-20 20:04:45,Julian Alvarez,159.1,0.59,0.56,0.51
2025-04-20 20:04:50,Julian Alvarez,161.6,0.82,0.2,0.35
2025-04-20 20:04:55,Julian Alvarez,161.4,0.89,0.47,0.41
2025-04-20 20:05:00,Julian Alvarez,148.0,0.71,0.49,0.39
2025-04-20 20:05:05,Julian Alvarez,167.1,0.64,0.35,0.48
2025-04-20 20:05:10,Julian Alvarez,172.2,0.51,0.53,0.61
2025-04-20 20:05:15,Julian Alvarez,151.7,0.63,0.36,0.4
2025-04-20 20:05:20,Julian Alvarez,178.5,0.79,0.51,0.55
2025-04-20 20:05:25,Julian Alvarez,166.3,0.43,0.5,0.59
2025-04-20 20:05:30,Julian Alvarez,152.7,0.65,0.36,0.4
2025-04-20 20:05:35,Julian Alvarez,181.9,0.68,0.23,0.52
2025-04-20 20:05:40,Julian Alvarez,160.0,0.96,0.2,0.3
2025-04-20 20:05:45,Julian Alvarez,147.5,0.55,0.65,0.49
2025-04-20 20:05:50,Julian Alvarez,175.8,0.67,0.45,0.55
2025-04-20 20:05:55,Julian Alvarez,169.1,0.57,0.63,0.6
2025-04-20 20:06:00,Julian Alvarez,182.3,0.29,0.91,0.84
2025-04-20 20:06:05,Julian Alvarez,179.5,0.69,0.78,0.67
2025-04-20 20:06:10,Julian Alvarez,168.4,0.04,0.82,0.81
2025-04-20 20:06:15,Julian Alvarez,191.8,0.5,0.37,0.67
2025-04-20 20:06:20,Julian Alvarez,163.6,0.78,0.87,0.57
2025-04-20 20:06:25,Julian Alvarez,158.9,0.49,0.48,0.52
2025-04-20 20:06:30,Julian Alvarez,156.7,0.47,0.4,0.49
2025-04-20 20:06:35,Julian Alvarez,161.1,0.33,0.7,0.65
2025-04-20 20:06:40,Julian Alvarez,149.5,1.0,0.76,0.4
2025-04-20 20:06:45,Julian Alvarez,162.4,0.52,0.51,0.54
2025-04-20 20:06:50,Julian Alvarez,181.6,0.68,0.29,0.53
2025-04-20 20:06:55,Julian Alvarez,172.2,0.7,0.2,0.45
2025-04-20 20:07:00,Julian Alvarez,150.7,0.8,0.27,0.32
2025-04-20 20:07:05,Julian Alvarez,150.4,0.79,0.6,0.42
2025-04-20 20:07:10,Julian Alvarez,193.5,1.0,0.31,0.51
2025-04-20 20:07:15,Julian Alvarez,157.8,0.92,0.43,0.37
2025-04-20 20:07:20,Julian Alvarez,149.3,0.38,0.51,0.51
2025-04-20 20:07:25,Julian Alvarez,155.5,0.72,0.42,0.41
2025-04-20 20:07:30,Julian Alvarez,187.4,0.49,0.38,0.65
2025-04-20 20:07:35,Julian Alvarez,167.0,0.51,0.64,0.61
2025-04-20 20:07:40,Julian Alvarez,179.9,0.34,0.24,0.61
2025-04-20 20:07:45,Julian Alvarez,177.2,0.54,0.64,0.66
2025-04-20 20:07:50,Julian Alvarez,158.0,0.84,0.43,0.39
2025-04-20 20:07:55,Julian Alvarez,161.3,0.98,0.91,0.52
2025-04-20 20:08:00,Julian Alvarez,161.2,0.9,0.22,0.33
2025-04-20 20:08:05,Julian Alvarez,162.2,0.53,0.57,0.55
2025-04-20 20:08:10,Julian Alvarez,170.3,0.29,0.49,0.65
2025-04-20 20:08:15,Julian Alvarez,161.6,0.65,0.56,0.51
2025-04-20 20:00:00,Rodrigo De Paul,164.7,0.72,0.22,0.4
2025-04-20 20:00:05,Rodrigo De Paul,144.7,0.51,0.46,0.43
2025-04-20 20:00:10,Rodrigo De Paul,155.2,0.53,0.61,0.53
2025-04-20 20:00:15,Rodrigo De Paul,150.2,0.66,0.41,0.4
2025-04-20 20:00:20,Rodrigo De Paul,172.7,0.59,0.2,0.48
2025-04-20 20:00:25,Rodrigo De Paul,170.8,0.56,0.32,0.52
2025-04-20 20:00:30,Rodrigo De Paul,146.2,0.57,0.49,0.42
2025-04-20 20:00:35,Rodrigo De Paul,159.2,0.6,0.66,0.54
2025-04-20 20:00:40,Rodrigo De Paul,159.8,0.18,0.57,0.65
2025-04-20 20:00:45,Rodrigo De Paul,164.6,0.89,0.97,0.58
2025-04-20 20:00:50,Rodrigo De Paul,153.2,0.64,0.68,0.5
2025-04-20 20:00:55,Rodrigo De Paul,165.0,0.86,0.46,0.44
2025-04-20 20:01:00,Rodrigo De Paul,142.8,0.51,0.63,0.46
2025-04-20 20:01:05,Rodrigo De Paul,154.9,0.13,0.51,0.61
2025-04-20 20:01:10,Rodrigo De Paul,191.2,0.66,0.26,0.58
2025-04-20 20:01:15,Rodrigo De Paul,159.3,0.35,0.8,0.66
2025-04-20 20:01:20,Rodrigo De Paul,185.4,0.4,0.63,0.74
2025-04-20 20:01:25,Rodrigo De Paul,161.7,0.52,0.64,0.57
2025-04-20 20:01:30,Rodrigo De Paul,161.6,0.56,0.42,0.5
2025-04-20 20:01:35,Rodrigo De Paul,164.8,0.67,0.51,0.51
2025-04-20 20:01:40,Rodrigo De Paul,157.9,0.78,0.5,0.44
2025-04-20 20:01:45,Rodrigo De Paul,178.5,0.43,0.53,0.66
2025-04-20 20:01:50,Rodrigo De Paul,184.2,0.93,0.68,0.59
2025-04-20 20:01:55,Rodrigo De Paul,170.5,0.53,0.34,0.53
2025-04-20 20:02:00,Rodrigo De Paul,170.0,0.58,0.27,0.49
2025-04-20 20:02:05,Rodrigo De Paul,150.9,0.77,0.53,0.4
2025-04-20 20:02:10,Rodrigo De Paul,157.4,0.38,0.75,0.62
2025-04-20 20:02:15,Rodrigo De Paul,148.4,0.9,0.42,0.32
2025-04-20 20:02:20,Rodrigo De Paul,148.8,0.38,0.34,0.45
2025-04-20 20:02:25,Rodrigo De Paul,183.2,0.71,0.56,0.62
2025-04-20 20:02:30,Rodrigo De Paul,167.6,0.41,0.54,0.61
2025-04-20 20:02:35,Rodrigo De Paul,162.5,0.69,0.58,0.51
2025-04-20 20:02:40,Rodrigo De Paul,143.9,0.57,0.81,0.51
2025-04-20 20:02:45,Rodrigo De Paul,167.2,0.46,0.62,0.62
2025-04-20 20:02:50,Rodrigo De Paul,174.6,0.68,0.5,0.56
2025-04-20 20:02:55,Rodrigo De Paul,160.6,0.67,0.45,0.47
2025-04-20 20:03:00,Rodrigo De Paul,170.1,0.48,0.43,0.57
2025-04-20 20:03:05,Rodrigo De Paul,167.5,0.86,0.6,0.49
2025-04-20 20:03:10,Rodrigo De Paul,157.1,0.42,0.37,0.5
2025-04-20 20:03:15,Rodrigo De Paul,169.7,0.56,0.59,0.59
2025-04-20 20:03:20,Rodrigo De Paul,168.3,0.85,0.32,0.42
2025-04-20 20:03:25,Rodrigo De Paul,152.5,0.57,0.2,0.38
2025-04-20 20:03:30,Rodrigo De Paul,174.6,0.68,0.76,0.64
2025-04-20 20:03:35,Rodrigo De Paul,154.8,0.7,0.93,0.57
2025-04-20 20:03:40,Rodrigo De Paul,164.4,0.37,0.53,0.6
2025-04-20 20:03:45,Rodrigo De Paul,168.3,0.77,0.68,0.55
2025-04-20 20:03:50,Rodrigo De Paul,177.0,0.51,0.48,0.61
2025-04-20 20:03:55,Rodrigo De Paul,177.1,0.47,0.39,0.6
2025-04-20 20:04:00,Rodrigo De Paul,162.1,0.63,0.25,0.43
2025-04-20 20:04:05,Rodrigo De Paul,148.8,0.4,0.5,0.5
2025-04-20 20:04:10,Rodrigo De Paul,137.6,0.45,0.41,0.39
2025-04-20 20:04:15,Rodrigo De Paul,175.6,0.65,0.48,0.57
2025-04-20 20:04:20,Rodrigo De Paul,174.5,0.91,0.3,0.43
2025-04-20 20:04:25,Rodrigo De Paul,181.2,0.67,0.62,0.63
2025-04-20 20:04:30,Rodrigo De Paul,154.4,0.73,0.8,0.51
2025-04-20 20:04:35,Rodrigo De Paul,164.3,0.44,0.33,0.52
2025-04-20 20:04:40,Rodrigo De Paul,175.6,0.64,0.28,0.51
2025-04-20 20:04:45,Rodrigo De Paul,168.2,1.0,0.53,0.43
2025-04-20 20:04:50,Rodrigo De Paul,150.4,0.62,0.43,0.42
2025-04-20 20:04:55,Rodrigo De Paul,162.2,0.34,0.35,0.55
2025-04-20 20:05:00,Rodrigo De Paul,160.9,0.43,0.79,0.64
2025-04-20 20:05:05,Rodrigo De Paul,155.5,0.5,0.51,0.5
2025-04-20 20:05:10,Rodrigo De Paul,155.3,0.82,0.69,0.46
2025-04-20 20:05:15,Rodrigo De Paul,158.8,0.39,0.7,0.61
2025-04-20 20:05:20,Rodrigo De Paul,165.5,0.62,0.34,0.48
